unit_id,corp,etapa,etaj,etaj_eticheta,tip_apartament,nr_camere,su_utila,su_balcon,su_curte,orientare,pret_eur,pret_mp_eur,status,boxa_disponibila,parcare_subterana,cota_teren
C9-E1-02,C9,II,1,Etaj 1,2A,2,52.17,7.01,0.0,NV,78000,1495.0,disponibil,nu,da,91.4
C9-E1-03,C9,II,1,Etaj 1,3B,3,78.25,10.52,0.0,E,117000,1495.0,rezervat,nu,da,91.4
C9-E1-04,C9,II,1,Etaj 1,1A,1,37.62,5.06,0.0,NE,56000,1489.0,disponibil,nu,da,91.4
C9-E1-05,C9,II,1,Etaj 1,1A,1,37.62,5.06,0.0,E,56000,1489.0,disponibil,nu,da,91.4
C9-E1-06,C9,II,1,Etaj 1,1A,1,37.62,5.06,0.0,S,57500,1528.0,rezervat,nu,da,91.4
C9-E1-07,C9,II,1,Etaj 1,3B,3,78.25,10.52,0.0,S,119500,1527.0,rezervat,nu,da,91.4
C9-E1-08,C9,II,1,Etaj 1,2A,2,52.17,7.01,0.0,SE,80000,1533.0,rezervat,nu,da,91.4
C9-E1-09,C9,II,1,Etaj 1,3B,3,78.25,10.52,0.0,NV,117000,1495.0,disponibil,nu,da,91.4
C9-E1-10,C9,II,1,Etaj 1,2B,2,58.69,7.89,0.0,NE,87500,1491.0,disponibil,nu,da,91.4
C9-E1-11,C9,II,1,Etaj 1,3A,3,71.23,9.57,0.0,SE,109000,1530.0,disponibil,nu,da,91.4
C9-E2-01,C9,II,2,Etaj 2,3B,3,78.25,10.52,0.0,SE,121500,1553.0,disponibil,nu,da,91.4
C9-E2-02,C9,II,2,Etaj 2,1A,1,37.62,5.06,0.0,NV,57000,1515.0,disponibil,nu,da,91.4
C9-E2-03,C9,II,2,Etaj 2,3A,3,71.23,9.57,0.0,S,110500,1551.0,disponibil,nu,da,91.4
C9-E2-04,C9,II,2,Etaj 2,3A,3,71.23,9.57,0.0,E,108000,1516.0,disponibil,nu,da,91.4
C9-E2-05,C9,II,2,Etaj 2,2A,2,52.17,7.01,0.0,NE,79000,1514.0,disponibil,nu,da,91.4
C9-E2-06,C9,II,2,Etaj 2,2B,2,58.69,7.89,0.0,NE,89000,1516.0,vandut,nu,da,91.4
C9-E2-07,C9,II,2,Etaj 2,2A,2,52.17,7.01,0.0,E,79000,1514.0,disponibil,nu,da,91.4
C9-E2-08,C9,II,2,Etaj 2,2A,2,52.17,7.01,0.0,NE,79000,1514.0,disponibil,nu,da,91.4
C9-E2-09,C9,II,2,Etaj 2,2B,2,58.69,7.89,0.0,NE,89000,1516.0,disponibil,nu,da,91.4
C9-E2-10,C9,II,2,Etaj 2,2B,2,58.69,7.89,0.0,V,89000,1516.0,vandut,nu,da,91.4
C9-E2-11,C9,II,2,Etaj 2,1A,1,37.62,5.06,0.0,V,57000,1515.0,disponibil,nu,da,91.4
C9-E3-01,C9,II,3,Etaj 3,1A,1,37.62,5.06,0.0,E,58000,1542.0,disponibil,nu,da,91.4
C9-E3-02,C9,II,3,Etaj 3,2B,2,58.69,7.89,0.0,SE,92500,1576.0,disponibil,nu,da,91.4
C9-E3-03,C9,II,3,Etaj 3,2A,2,52.17,7.01,0.0,NV,80500,1543.0,disponibil,nu,da,91.4
C9-E3-04,C9,II,3,Etaj 3,2A,2,52.17,7.01,0.0,V,80500,1543.0,disponibil,nu,da,91.4
C9-E3-05,C9,II,3,Etaj 3,2B,2,58.69,7.89,0.0,E,90500,1542.0,rezervat,nu,da,91.4
C9-E3-06,C9,II,3,Etaj 3,2B,2,58.69,7.89,0.0,SE,92500,1576.0,disponibil,nu,da,91.4
C9-E3-07,C9,II,3,Etaj 3,1A,1,37.62,5.06,0.0,SE,59000,1568.0,disponibil,nu,da,91.4
C9-E3-08,C9,II,3,Etaj 3,3A,3,71.23,9.57,0.0,S,112000,1572.0,disponibil,nu,da,91.4
C9-E3-09,C9,II,3,Etaj 3,2B,2,58.69,7.89,0.0,NV,90500,1542.0,disponibil,nu,da,91.4
C9-E3-10,C9,II,3,Etaj 3,3A,3,71.23,9.57,0.0,SV,112000,1572.0,disponibil,nu,da,91.4
C9-E3-11,C9,II,3,Etaj 3,3A,3,71.23,9.57,0.0,NV,109500,1537.0,vandut,nu,da,91.4
C9-E3-12,C9,II,3,Etaj 3,2B,2,58.69,7.89,0.0,SE,92500,1576.0,disponibil,nu,da,91.4
C10-P-01,C10,II,0,Parter,2B,2,58.69,0.0,40.15,SV,89000,1516.0,disponibil,nu,da,94.4
C10-P-02,C10,II,0,Parter,2B,2,58.69,7.82,0.0,SE,89000,1516.0,disponibil,nu,da,94.4
C10-P-03,C10,II,0,Parter,2B,2,58.69,7.82,0.0,N,87000,1482.0,disponibil,nu,da,94.4
C10-P-04,C10,II,0,Parter,2A,2,52.17,0.0,25.39,SV,79000,1514.0,disponibil,nu,da,94.4
C10-P-05,C10,II,0,Parter,2A,2,52.17,0.0,33.22,NE,77500,1486.0,vandut,nu,da,94.4
C10-P-06,C10,II,0,Parter,3A,3,71.23,0.0,36.17,SE,108000,1516.0,disponibil,nu,da,94.4
C10-P-07,C10,II,0,Parter,3A,3,71.23,9.5,0.0,SE,108000,1516.0,disponibil,nu,da,94.4
C10-P-08,C10,II,0,Parter,2A,2,52.17,6.96,0.0,SE,79000,1514.0,disponibil,nu,da,94.4
C10-P-09,C10,II,0,Parter,3B,3,78.25,0.0,34.44,N,116000,1482.0,rezervat,nu,da,94.4
C10-P-10,C10,II,0,Parter,2B,2,58.69,0.0,20.82,E,87000,1482.0,disponibil,nu,da,94.4
C10-P-11,C10,II,0,Parter,2B,2,58.69,7.82,0.0,NV,87000,1482.0,rezervat,nu,da,94.4
C10-E1-01,C10,II,1,Etaj 1,1A,1,37.62,5.02,0.0,NV,56500,1502.0,disponibil,nu,da,94.4
C10-E1-02,C10,II,1,Etaj 1,2B,2,58.69,7.82,0.0,NV,88000,1499.0,disponibil,nu,da,94.4
C10-E1-03,C10,II,1,Etaj 1,3A,3,71.23,9.5,0.0,N,107000,1502.0,disponibil,nu,da,94.4
C10-E1-04,C10,II,1,Etaj 1,2A,2,52.17,6.96,0.0,NV,78500,1505.0,rezervat,nu,da,94.4
C10-E1-05,C10,II,1,Etaj 1,2A,2,52.17,6.96,0.0,E,78500,1505.0,vandut,nu,da,94.4
C10-E1-06,C10,II,1,Etaj 1,1A,1,37.62,5.02,0.0,S,58000,1542.0,vandut,nu,da,94.4
C10-E1-07,C10,II,1,Etaj 1,3B,3,78.25,10.43,0.0,NV,117500,1502.0,disponibil,nu,da,94.4
C10-E1-08,C10,II,1,Etaj 1,3A,3,71.23,9.5,0.0,SE,109500,1537.0,disponibil,nu,da,94.4
C10-E1-09,C10,II,1,Etaj 1,2B,2,58.69,7.82,0.0,SE,90500,1542.0,disponibil,nu,da,94.4
C10-E1-10,C10,II,1,Etaj 1,1A,1,37.62,5.02,0.0,NE,56500,1502.0,rezervat,nu,da,94.4
C10-E1-11,C10,II,1,Etaj 1,1A,1,37.62,5.02,0.0,E,56500,1502.0,disponibil,nu,da,94.4
C10-E2-01,C10,II,2,Etaj 2,1A,1,37.62,5.02,0.0,SE,58500,1555.0,disponibil,nu,da,94.4
C10-E2-02,C10,II,2,Etaj 2,1A,1,37.62,5.02,0.0,N,57500,1528.0,disponibil,nu,da,94.4
C10-E2-03,C10,II,2,Etaj 2,3B,3,78.25,10.43,0.0,SV,122000,1559.0,disponibil,nu,da,94.4
C10-E2-04,C10,II,2,Etaj 2,2A,2,52.17,6.96,0.0,NV,79500,1524.0,disponibil,nu,da,94.4
C10-E2-05,C10,II,2,Etaj 2,2B,2,58.69,7.82,0.0,E,89500,1525.0,disponibil,nu,da,94.4
C10-E2-06,C10,II,2,Etaj 2,2B,2,58.69,7.82,0.0,V,89500,1525.0,rezervat,nu,da,94.4
C10-E2-07,C10,II,2,Etaj 2,2B,2,58.69,7.82,0.0,NV,89500,1525.0,disponibil,nu,da,94.4
C10-E2-08,C10,II,2,Etaj 2,1A,1,37.62,5.02,0.0,N,57500,1528.0,disponibil,nu,da,94.4
C10-E2-09,C10,II,2,Etaj 2,1A,1,37.62,5.02,0.0,N,57500,1528.0,rezervat,nu,da,94.4
C10-E2-10,C10,II,2,Etaj 2,2A,2,52.17,6.96,0.0,SV,81500,1562.0,disponibil,nu,da,94.4
C10-E2-11,C10,II,2,Etaj 2,2A,2,52.17,6.96,0.0,N,79500,1524.0,disponibil,nu,da,94.4
C10-E3-01,C10,II,3,Etaj 3,2A,2,52.17,6.96,0.0,V,80500,1543.0,disponibil,nu,da,94.4
C10-E3-02,C10,II,3,Etaj 3,2A,2,52.17,6.96,0.0,NE,80500,1543.0,vandut,nu,da,94.4
C10-E3-03,C10,II,3,Etaj 3,2A,2,52.17,6.96,0.0,E,80500,1543.0,disponibil,nu,da,94.4
C10-E3-04,C10,II,3,Etaj 3,1A,1,37.62,5.02,0.0,E,58000,1542.0,rezervat,nu,da,94.4
C10-E3-05,C10,II,3,Etaj 3,3A,3,71.23,9.5,0.0,N,110000,1544.0,disponibil,nu,da,94.4
C10-E3-06,C10,II,3,Etaj 3,2B,2,58.69,7.82,0.0,NV,91000,1551.0,disponibil,nu,da,94.4
C10-E3-07,C10,II,3,Etaj 3,2A,2,52.17,6.96,0.0,SV,82500,1581.0,rezervat,nu,da,94.4
C10-E3-08,C10,II,3,Etaj 3,3B,3,78.25,10.43,0.0,N,121000,1546.0,rezervat,nu,da,94.4
C10-E3-09,C10,II,3,Etaj 3,2A,2,52.17,6.96,0.0,SE,82500,1581.0,disponibil,nu,da,94.4
C10-E3-10,C10,II,3,Etaj 3,2A,2,52.17,6.96,0.0,V,80500,1543.0,vandut,nu,da,94.4
C10-E3-11,C10,II,3,Etaj 3,1A,1,37.62,5.02,0.0,V,58000,1542.0,disponibil,nu,da,94.4
C10-E3-12,C10,II,3,Etaj 3,3A,3,71.23,9.5,0.0,NV,110000,1544.0,rezervat,nu,da,94.4
C11-P-01,C11,II,0,Parter,2A,2,51.32,0.0,29.66,V,77000,1500.0,disponibil,da,nu,103.1
C11-P-02,C11,II,0,Parter,2A,2,51.32,0.0,26.88,SV,79000,1539.0,disponibil,da,nu,103.1
C11-P-03,C11,II,0,Parter,3A,3,70.07,7.71,0.0,NE,105000,1499.0,disponibil,da,nu,103.1
C11-P-04,C11,II,0,Parter,2A,2,51.32,0.0,23.06,V,77000,1500.0,vandut,da,nu,103.1
C11-P-05,C11,II,0,Parter,2A,2,51.32,5.64,0.0,S,79000,1539.0,disponibil,da,nu,103.1
C11-P-06,C11,II,0,Parter,2A,2,51.32,0.0,18.27,NE,77000,1500.0,disponibil,da,nu,103.1
C11-P-07,C11,II,0,Parter,2B,2,57.73,6.35,0.0,SE,88500,1533.0,vandut,da,nu,103.1
C11-P-08,C11,II,0,Parter,1A,1,37.01,0.0,18.35,NV,55500,1500.0,vandut,da,nu,103.1
C11-P-09,C11,II,0,Parter,2B,2,57.73,0.0,31.43,NV,86500,1498.0,disponibil,da,nu,103.1
C11-P-10,C11,II,0,Parter,2A,2,51.32,0.0,20.61,SE,79000,1539.0,disponibil,da,nu,103.1
C11-P-11,C11,II,0,Parter,3A,3,70.07,7.71,0.0,SV,107500,1534.0,disponibil,da,nu,103.1
C11-P-12,C11,II,0,Parter,3A,3,70.07,7.71,0.0,E,105000,1499.0,rezervat,da,nu,103.1
C11-P-13,C11,II,0,Parter,2A,2,51.32,5.64,0.0,V,77000,1500.0,disponibil,da,nu,103.1
C11-E1-01,C11,II,1,Etaj 1,2A,2,51.32,5.64,0.0,S,80000,1559.0,disponibil,da,nu,103.1
C11-E1-02,C11,II,1,Etaj 1,1A,1,37.01,4.07,0.0,SV,57500,1554.0,disponibil,da,nu,103.1
C11-E1-03,C11,II,1,Etaj 1,3B,3,76.98,8.47,0.0,N,117500,1526.0,disponibil,da,nu,103.1
C11-E1-04,C11,II,1,Etaj 1,3A,3,70.07,7.71,0.0,V,107000,1527.0,disponibil,da,nu,103.1
C11-E1-05,C11,II,1,Etaj 1,2B,2,57.73,6.35,0.0,S,90000,1559.0,disponibil,da,nu,103.1
C11-E1-06,C11,II,1,Etaj 1,2B,2,57.73,6.35,0.0,V,88000,1524.0,disponibil,da,nu,103.1
C11-E1-07,C11,II,1,Etaj 1,1A,1,37.01,4.07,0.0,NE,56500,1527.0,disponibil,da,nu,103.1
C11-E1-08,C11,II,1,Etaj 1,1A,1,37.01,4.07,0.0,SE,57500,1554.0,disponibil,da,nu,103.1
C11-E1-09,C11,II,1,Etaj 1,2A,2,51.32,5.64,0.0,N,78000,1520.0,disponibil,da,nu,103.1
C11-E1-10,C11,II,1,Etaj 1,2B,2,57.73,6.35,0.0,SV,90000,1559.0,disponibil,da,nu,103.1
C11-E1-11,C11,II,1,Etaj 1,3B,3,76.98,8.47,0.0,SV,120000,1559.0,disponibil,da,nu,103.1
C11-E1-12,C11,II,1,Etaj 1,2A,2,51.32,5.64,0.0,N,78000,1520.0,disponibil,da,nu,103.1
C11-E1-13,C11,II,1,Etaj 1,2B,2,57.73,6.35,0.0,E,88000,1524.0,vandut,da,nu,103.1
C11-E1-14,C11,II,1,Etaj 1,2A,2,51.32,5.64,0.0,NV,78000,1520.0,vandut,da,nu,103.1
C11-E2-01,C11,II,2,Etaj 2,3A,3,70.07,7.71,0.0,NE,108500,1548.0,disponibil,da,nu,103.1
C11-E2-02,C11,II,2,Etaj 2,2A,2,51.32,5.64,0.0,NE,79500,1549.0,disponibil,da,nu,103.1
C11-E2-03,C11,II,2,Etaj 2,1A,1,37.01,4.07,0.0,SV,58500,1581.0,vandut,da,nu,103.1
C11-E2-04,C11,II,2,Etaj 2,2B,2,57.73,6.35,0.0,V,89500,1550.0,disponibil,da,nu,103.1
C11-E2-05,C11,II,2,Etaj 2,3B,3,76.98,8.47,0.0,V,119000,1546.0,rezervat,da,nu,103.1
C11-E2-06,C11,II,2,Etaj 2,2A,2,51.32,5.64,0.0,SE,81000,1578.0,disponibil,da,nu,103.1
C11-E2-07,C11,II,2,Etaj 2,2B,2,57.73,6.35,0.0,V,89500,1550.0,vandut,da,nu,103.1
C11-E2-08,C11,II,2,Etaj 2,1A,1,37.01,4.07,0.0,NE,57000,1540.0,vandut,da,nu,103.1
C11-E2-09,C11,II,2,Etaj 2,3B,3,76.98,8.47,0.0,N,119000,1546.0,disponibil,da,nu,103.1
C11-E2-10,C11,II,2,Etaj 2,2B,2,57.73,6.35,0.0,V,89500,1550.0,rezervat,da,nu,103.1
C11-E2-11,C11,II,2,Etaj 2,3A,3,70.07,7.71,0.0,V,108500,1548.0,disponibil,da,nu,103.1
C11-E2-12,C11,II,2,Etaj 2,2A,2,51.32,5.64,0.0,S,81000,1578.0,disponibil,da,nu,103.1
C11-E2-13,C11,II,2,Etaj 2,3B,3,76.98,8.47,0.0,N,119000,1546.0,vandut,da,nu,103.1
C11-E2-14,C11,II,2,Etaj 2,3B,3,76.98,8.47,0.0,V,119000,1546.0,rezervat,da,nu,103.1
C11-E3-01,C11,II,3,Etaj 3,3A,3,70.07,7.71,0.0,V,110000,1570.0,vandut,da,nu,103.1
C11-E3-02,C11,II,3,Etaj 3,2B,2,57.73,6.35,0.0,NE,90500,1568.0,disponibil,da,nu,103.1
C11-E3-03,C11,II,3,Etaj 3,1A,1,37.01,4.07,0.0,SV,59500,1608.0,disponibil,da,nu,103.1
C11-E3-04,C11,II,3,Etaj 3,2B,2,57.73,6.35,0.0,S,92500,1602.0,vandut,da,nu,103.1
C11-E3-05,C11,II,3,Etaj 3,1A,1,37.01,4.07,0.0,NV,58000,1567.0,rezervat,da,nu,103.1
C11-E3-06,C11,II,3,Etaj 3,1A,1,37.01,4.07,0.0,N,58000,1567.0,vandut,da,nu,103.1
C11-E3-07,C11,II,3,Etaj 3,1A,1,37.01,4.07,0.0,N,58000,1567.0,disponibil,da,nu,103.1
C11-E3-08,C11,II,3,Etaj 3,2B,2,57.73,6.35,0.0,N,90500,1568.0,vandut,da,nu,103.1
C11-E3-09,C11,II,3,Etaj 3,1A,1,37.01,4.07,0.0,SV,59500,1608.0,vandut,da,nu,103.1
C11-E3-10,C11,II,3,Etaj 3,2A,2,51.32,5.64,0.0,NE,80500,1569.0,rezervat,da,nu,103.1
C11-E3-11,C11,II,3,Etaj 3,1A,1,37.01,4.07,0.0,V,58000,1567.0,vandut,da,nu,103.1
C11-E3-12,C11,II,3,Etaj 3,2A,2,51.32,5.64,0.0,NV,80500,1569.0,disponibil,da,nu,103.1
C11-E3-13,C11,II,3,Etaj 3,2A,2,51.32,5.64,0.0,NE,80500,1569.0,disponibil,da,nu,103.1
C11-E3-14,C11,II,3,Etaj 3,2B,2,57.73,6.35,0.0,N,90500,1568.0,disponibil,da,nu,103.1
C12-P-01,C12,II,0,Parter,2B,2,57.33,6.04,0.0,E,85500,1491.0,disponibil,da,nu,100.1
C12-P-02,C12,II,0,Parter,2A,2,50.96,5.37,0.0,NV,76000,1491.0,disponibil,da,nu,100.1
C12-P-03,C12,II,0,Parter,3A,3,69.58,7.33,0.0,SE,106500,1531.0,disponibil,da,nu,100.1
C12-P-04,C12,II,0,Parter,2B,2,57.33,0.0,20.83,NV,85500,1491.0,disponibil,da,nu,100.1
C12-P-05,C12,II,0,Parter,1A,1,36.75,0.0,21.24,V,55000,1497.0,disponibil,da,nu,100.1
C12-P-06,C12,II,0,Parter,1A,1,36.75,3.87,0.0,SV,56000,1524.0,disponibil,da,nu,100.1
C12-P-07,C12,II,0,Parter,2A,2,50.96,0.0,23.11,NV,76000,1491.0,disponibil,da,nu,100.1
C12-P-08,C12,II,0,Parter,3A,3,69.58,7.33,0.0,SE,106500,1531.0,disponibil,da,nu,100.1
C12-P-09,C12,II,0,Parter,3B,3,76.44,8.05,0.0,N,114500,1498.0,rezervat,da,nu,100.1
C12-P-10,C12,II,0,Parter,1A,1,36.75,0.0,19.42,N,55000,1497.0,disponibil,da,nu,100.1
C12-P-11,C12,II,0,Parter,1A,1,36.75,0.0,21.94,SV,56000,1524.0,disponibil,da,nu,100.1
C12-P-12,C12,II,0,Parter,1A,1,36.75,3.87,0.0,SE,56000,1524.0,disponibil,da,nu,100.1
C12-P-13,C12,II,0,Parter,2A,2,50.96,0.0,21.33,NV,76000,1491.0,disponibil,da,nu,100.1
C12-E1-01,C12,II,1,Etaj 1,2B,2,57.33,6.04,0.0,NE,87000,1518.0,disponibil,da,nu,100.1
C12-E1-02,C12,II,1,Etaj 1,3B,3,76.44,8.05,0.0,S,118500,1550.0,disponibil,da,nu,100.1
C12-E1-03,C12,II,1,Etaj 1,2A,2,50.96,5.37,0.0,S,79000,1550.0,disponibil,da,nu,100.1
C12-E1-04,C12,II,1,Etaj 1,2B,2,57.33,6.04,0.0,E,87000,1518.0,vandut,da,nu,100.1
C12-E1-05,C12,II,1,Etaj 1,2A,2,50.96,5.37,0.0,SE,79000,1550.0,disponibil,da,nu,100.1
C12-E1-06,C12,II,1,Etaj 1,2B,2,57.33,6.04,0.0,NV,87000,1518.0,disponibil,da,nu,100.1
C12-E1-07,C12,II,1,Etaj 1,2B,2,57.33,6.04,0.0,V,87000,1518.0,vandut,da,nu,100.1
C12-E1-08,C12,II,1,Etaj 1,2B,2,57.33,6.04,0.0,E,87000,1518.0,disponibil,da,nu,100.1
C12-E1-09,C12,II,1,Etaj 1,1A,1,36.75,3.87,0.0,NE,55500,1510.0,rezervat,da,nu,100.1
C12-E1-10,C12,II,1,Etaj 1,2A,2,50.96,5.37,0.0,SV,79000,1550.0,disponibil,da,nu,100.1
C12-E1-11,C12,II,1,Etaj 1,3A,3,69.58,7.33,0.0,E,105500,1516.0,vandut,da,nu,100.1
C12-E1-12,C12,II,1,Etaj 1,3B,3,76.44,8.05,0.0,NE,116000,1518.0,disponibil,da,nu,100.1
C12-E1-13,C12,II,1,Etaj 1,3A,3,69.58,7.33,0.0,E,105500,1516.0,rezervat,da,nu,100.1
C12-E1-14,C12,II,1,Etaj 1,2A,2,50.96,5.37,0.0,V,77500,1521.0,vandut,da,nu,100.1
C12-E1-15,C12,II,1,Etaj 1,3A,3,69.58,7.33,0.0,N,105500,1516.0,disponibil,da,nu,100.1
C12-E2-01,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,SE,80000,1570.0,vandut,da,nu,100.1
C12-E2-02,C12,II,2,Etaj 2,2B,2,57.33,6.04,0.0,SE,90000,1570.0,disponibil,da,nu,100.1
C12-E2-03,C12,II,2,Etaj 2,2B,2,57.33,6.04,0.0,SV,90000,1570.0,disponibil,da,nu,100.1
C12-E2-04,C12,II,2,Etaj 2,2B,2,57.33,6.04,0.0,SV,90000,1570.0,rezervat,da,nu,100.1
C12-E2-05,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,SE,80000,1570.0,disponibil,da,nu,100.1
C12-E2-06,C12,II,2,Etaj 2,2B,2,57.33,6.04,0.0,S,90000,1570.0,rezervat,da,nu,100.1
C12-E2-07,C12,II,2,Etaj 2,2B,2,57.33,6.04,0.0,S,90000,1570.0,disponibil,da,nu,100.1
C12-E2-08,C12,II,2,Etaj 2,1A,1,36.75,3.87,0.0,V,56500,1537.0,disponibil,da,nu,100.1
C12-E2-09,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,V,78500,1540.0,disponibil,da,nu,100.1
C12-E2-10,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,S,80000,1570.0,vandut,da,nu,100.1
C12-E2-11,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,SV,80000,1570.0,disponibil,da,nu,100.1
C12-E2-12,C12,II,2,Etaj 2,3B,3,76.44,8.05,0.0,E,117500,1537.0,rezervat,da,nu,100.1
C12-E2-13,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,NE,78500,1540.0,disponibil,da,nu,100.1
C12-E2-14,C12,II,2,Etaj 2,2A,2,50.96,5.37,0.0,V,78500,1540.0,disponibil,da,nu,100.1
C12-E3-01,C12,II,3,Etaj 3,1A,1,36.75,3.87,0.0,NE,57500,1565.0,disponibil,da,nu,100.1
C12-E3-02,C12,II,3,Etaj 3,1A,1,36.75,3.87,0.0,NV,57500,1565.0,disponibil,da,nu,100.1
C12-E3-03,C12,II,3,Etaj 3,3B,3,76.44,8.05,0.0,S,122000,1596.0,disponibil,da,nu,100.1
C12-E3-04,C12,II,3,Etaj 3,3A,3,69.58,7.33,0.0,NV,108500,1559.0,disponibil,da,nu,100.1
C12-E3-05,C12,II,3,Etaj 3,2B,2,57.33,6.04,0.0,N,89500,1561.0,vandut,da,nu,100.1
C12-E3-06,C12,II,3,Etaj 3,3B,3,76.44,8.05,0.0,V,119500,1563.0,disponibil,da,nu,100.1
C12-E3-07,C12,II,3,Etaj 3,1A,1,36.75,3.87,0.0,E,57500,1565.0,disponibil,da,nu,100.1
C12-E3-08,C12,II,3,Etaj 3,2A,2,50.96,5.37,0.0,S,81500,1599.0,disponibil,da,nu,100.1
C12-E3-09,C12,II,3,Etaj 3,2B,2,57.33,6.04,0.0,V,89500,1561.0,disponibil,da,nu,100.1
C12-E3-10,C12,II,3,Etaj 3,1A,1,36.75,3.87,0.0,V,57500,1565.0,disponibil,da,nu,100.1
C12-E3-11,C12,II,3,Etaj 3,2A,2,50.96,5.37,0.0,S,81500,1599.0,vandut,da,nu,100.1
C12-E3-12,C12,II,3,Etaj 3,3A,3,69.58,7.33,0.0,SE,111000,1595.0,disponibil,da,nu,100.1
C12-E3-13,C12,II,3,Etaj 3,1A,1,36.75,3.87,0.0,SE,58500,1592.0,vandut,da,nu,100.1
C12-E3-14,C12,II,3,Etaj 3,2A,2,50.96,5.37,0.0,SV,81500,1599.0,disponibil,da,nu,100.1
C13-P-01,C13,II,0,Parter,2A,2,50.95,0.0,27.03,NV,76000,1492.0,vandut,da,nu,97.1
C13-P-02,C13,II,0,Parter,3B,3,76.42,0.0,50.66,NE,113500,1485.0,disponibil,da,nu,97.1
C13-P-03,C13,II,0,Parter,3B,3,76.42,8.32,0.0,NV,113500,1485.0,vandut,da,nu,97.1
C13-P-04,C13,II,0,Parter,2A,2,50.95,5.55,0.0,NV,76000,1492.0,vandut,da,nu,97.1
C13-P-05,C13,II,0,Parter,2B,2,57.32,6.24,0.0,S,87000,1518.0,disponibil,da,nu,97.1
C13-P-06,C13,II,0,Parter,2B,2,57.32,6.24,0.0,NE,85000,1483.0,disponibil,da,nu,97.1
C13-P-07,C13,II,0,Parter,2A,2,50.95,5.55,0.0,NE,76000,1492.0,vandut,da,nu,97.1
C13-P-08,C13,II,0,Parter,1A,1,36.74,0.0,14.67,S,56000,1524.0,disponibil,da,nu,97.1
C13-P-09,C13,II,0,Parter,2B,2,57.32,6.24,0.0,NV,85000,1483.0,disponibil,da,nu,97.1
C13-P-10,C13,II,0,Parter,1A,1,36.74,0.0,21.01,SV,56000,1524.0,disponibil,da,nu,97.1
C13-P-11,C13,II,0,Parter,2A,2,50.95,0.0,19.71,S,77500,1521.0,disponibil,da,nu,97.1
C13-P-12,C13,II,0,Parter,2A,2,50.95,0.0,18.53,V,76000,1492.0,disponibil,da,nu,97.1
C13-P-13,C13,II,0,Parter,2B,2,57.32,0.0,27.74,SE,87000,1518.0,disponibil,da,nu,97.1
C13-E1-01,C13,II,1,Etaj 1,1A,1,36.74,4.0,0.0,NE,55500,1511.0,disponibil,da,nu,97.1
C13-E1-02,C13,II,1,Etaj 1,3A,3,69.56,7.57,0.0,S,107500,1545.0,disponibil,da,nu,97.1
C13-E1-03,C13,II,1,Etaj 1,2A,2,50.95,5.55,0.0,NV,77000,1511.0,disponibil,da,nu,97.1
C13-E1-04,C13,II,1,Etaj 1,3A,3,69.56,7.57,0.0,NE,105000,1509.0,disponibil,da,nu,97.1
C13-E1-05,C13,II,1,Etaj 1,3A,3,69.56,7.57,0.0,NE,105000,1509.0,disponibil,da,nu,97.1
C13-E1-06,C13,II,1,Etaj 1,2A,2,50.95,5.55,0.0,NE,77000,1511.0,vandut,da,nu,97.1
C13-E1-07,C13,II,1,Etaj 1,2B,2,57.32,6.24,0.0,SE,88500,1544.0,disponibil,da,nu,97.1
C13-E1-08,C13,II,1,Etaj 1,1A,1,36.74,4.0,0.0,NV,55500,1511.0,disponibil,da,nu,97.1
C13-E1-09,C13,II,1,Etaj 1,3B,3,76.42,8.32,0.0,SV,118000,1544.0,disponibil,da,nu,97.1
C13-E1-10,C13,II,1,Etaj 1,2A,2,50.95,5.55,0.0,S,78500,1541.0,disponibil,da,nu,97.1
C13-E1-11,C13,II,1,Etaj 1,2B,2,57.32,6.24,0.0,SE,88500,1544.0,rezervat,da,nu,97.1
C13-E1-12,C13,II,1,Etaj 1,1A,1,36.74,4.0,0.0,S,56500,1538.0,vandut,da,nu,97.1
C13-E1-13,C13,II,1,Etaj 1,1A,1,36.74,4.0,0.0,V,55500,1511.0,disponibil,da,nu,97.1
C13-E1-14,C13,II,1,Etaj 1,2A,2,50.95,5.55,0.0,NV,77000,1511.0,rezervat,da,nu,97.1
C13-E1-15,C13,II,1,Etaj 1,3B,3,76.42,8.32,0.0,NE,115500,1511.0,rezervat,da,nu,97.1
C13-E2-01,C13,II,2,Etaj 2,3B,3,76.42,8.32,0.0,SE,119500,1564.0,rezervat,da,nu,97.1
C13-E2-02,C13,II,2,Etaj 2,2A,2,50.95,5.55,0.0,NV,78000,1531.0,disponibil,da,nu,97.1
C13-E2-03,C13,II,2,Etaj 2,1A,1,36.74,4.0,0.0,NE,56000,1524.0,vandut,da,nu,97.1
C13-E2-04,C13,II,2,Etaj 2,3B,3,76.42,8.32,0.0,V,117000,1531.0,rezervat,da,nu,97.1
C13-E2-05,C13,II,2,Etaj 2,2B,2,57.32,6.24,0.0,NV,88000,1535.0,disponibil,da,nu,97.1
